ano,unidade,mes,mes_num,secao,indicador,valor,data
2023,unidade_1,NOV,11,Desdobramentos Técnicos,Evasão,1.0,2023-11-01
2023,unidade_1,DEZ,12,Desdobramentos Técnicos,Evasão,2.0,2023-12-01
2021,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Educação,9.0,2021-01-01
2021,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Educação,3.0,2021-02-01
2021,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Educação,39.0,2021-03-01
2021,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Educação,10.0,2021-04-01
2021,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Educação,1.0,2021-05-01
2021,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Educação,25.0,2021-06-01
2021,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Educação,10.0,2021-07-01
2021,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Educação,33.0,2021-08-01
2021,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Educação,27.0,2021-09-01
2021,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Educação,18.0,2021-10-01
2021,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Educação,25.0,2021-11-01
2021,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Educação,39.0,2021-12-01
2022,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Educação,9.0,2022-01-01
2022,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Educação,3.0,2022-02-01
2022,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Educação,39.0,2022-03-01
2022,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Educação,10.0,2022-04-01
2022,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Educação,1.0,2022-05-01
2022,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Educação,25.0,2022-06-01
2022,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Educação,10.0,2022-07-01
2022,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Educação,33.0,2022-08-01
2022,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Educação,27.0,2022-09-01
2022,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Educação,18.0,2022-10-01
2022,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Educação,20.0,2022-11-01
2022,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Educação,17.0,2022-12-01
2023,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Educação,14.0,2023-01-01
2023,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Educação,38.0,2023-02-01
2023,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Educação,26.0,2023-03-01
2023,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Educação,9.0,2023-04-01
2023,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Educação,10.0,2023-05-01
2023,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Educação,27.0,2023-06-01
2023,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Educação,16.0,2023-07-01
2023,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Educação,28.0,2023-08-01
2023,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Educação,29.0,2023-09-01
2023,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Educação,32.0,2023-10-01
2023,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Educação,31.0,2023-11-01
2023,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Educação,16.0,2023-12-01
2021,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Judiciário,8.0,2021-01-01
2021,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Judiciário,2.0,2021-02-01
2021,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Judiciário,10.0,2021-03-01
2021,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Judiciário,5.0,2021-04-01
2021,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Judiciário,9.0,2021-05-01
2021,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Judiciário,2.0,2021-06-01
2021,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Judiciário,7.0,2021-07-01
2021,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Judiciário,6.0,2021-08-01
2021,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Judiciário,4.0,2021-09-01
2021,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Judiciário,6.0,2021-10-01
2021,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Judiciário,6.0,2021-11-01
2021,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Judiciário,6.0,2021-12-01
2022,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Judiciário,8.0,2022-01-01
2022,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Judiciário,2.0,2022-02-01
2022,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Judiciário,10.0,2022-03-01
2022,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Judiciário,5.0,2022-04-01
2022,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Judiciário,9.0,2022-05-01
2022,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Judiciário,2.0,2022-06-01
2022,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Judiciário,7.0,2022-07-01
2022,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Judiciário,6.0,2022-08-01
2022,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Judiciário,4.0,2022-09-01
2022,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Judiciário,6.0,2022-10-01
2022,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Judiciário,10.0,2022-11-01
2022,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Judiciário,22.0,2022-12-01
2023,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Judiciário,2.0,2023-01-01
2023,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Judiciário,5.0,2023-02-01
2023,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Judiciário,7.0,2023-03-01
2023,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Judiciário,6.0,2023-04-01
2023,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Judiciário,5.0,2023-05-01
2023,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Judiciário,4.0,2023-06-01
2023,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Judiciário,7.0,2023-07-01
2023,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Judiciário,4.0,2023-08-01
2023,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Judiciário,11.0,2023-09-01
2023,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Judiciário,7.0,2023-10-01
2023,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Judiciário,9.0,2023-11-01
2023,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Judiciário,7.0,2023-12-01
2021,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Rede Socioassistencial,10.0,2021-01-01
2021,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Rede Socioassistencial,15.0,2021-02-01
2021,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Rede Socioassistencial,12.0,2021-03-01
2021,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Rede Socioassistencial,7.0,2021-04-01
2021,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Rede Socioassistencial,15.0,2021-05-01
2021,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Rede Socioassistencial,20.0,2021-06-01
2021,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Rede Socioassistencial,18.0,2021-07-01
2021,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Rede Socioassistencial,8.0,2021-08-01
2021,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Rede Socioassistencial,20.0,2021-09-01
2021,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Rede Socioassistencial,12.0,2021-10-01
2021,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Rede Socioassistencial,15.0,2021-11-01
2021,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Rede Socioassistencial,12.0,2021-12-01
2022,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Rede Socioassistencial,10.0,2022-01-01
2022,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Rede Socioassistencial,15.0,2022-02-01
2022,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Rede Socioassistencial,12.0,2022-03-01
2022,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Rede Socioassistencial,7.0,2022-04-01
2022,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Rede Socioassistencial,15.0,2022-05-01
2022,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Rede Socioassistencial,20.0,2022-06-01
2022,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Rede Socioassistencial,18.0,2022-07-01
2022,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Rede Socioassistencial,8.0,2022-08-01
2022,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Rede Socioassistencial,20.0,2022-09-01
2022,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Rede Socioassistencial,12.0,2022-10-01
2022,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Rede Socioassistencial,17.0,2022-11-01
2022,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Rede Socioassistencial,18.0,2022-12-01
2023,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Rede Socioassistencial,18.0,2023-01-01
2023,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Rede Socioassistencial,20.0,2023-02-01
2023,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Rede Socioassistencial,23.0,2023-03-01
2023,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Rede Socioassistencial,9.0,2023-04-01
2023,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Rede Socioassistencial,19.0,2023-05-01
2023,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Rede Socioassistencial,13.0,2023-06-01
2023,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Rede Socioassistencial,13.0,2023-07-01
2023,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Rede Socioassistencial,9.0,2023-08-01
2023,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Rede Socioassistencial,12.0,2023-09-01
2023,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Rede Socioassistencial,16.0,2023-10-01
2023,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Rede Socioassistencial,15.0,2023-11-01
2023,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Rede Socioassistencial,13.0,2023-12-01
2021,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Saúde,18.0,2021-01-01
2021,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Saúde,11.0,2021-02-01
2021,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Saúde,11.0,2021-03-01
2021,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Saúde,6.0,2021-04-01
2021,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Saúde,20.0,2021-05-01
2021,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Saúde,24.0,2021-06-01
2021,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Saúde,13.0,2021-07-01
2021,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Saúde,,2021-08-01
2021,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Saúde,26.0,2021-09-01
2021,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Saúde,10.0,2021-10-01
2021,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Saúde,10.0,2021-11-01
2021,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Saúde,10.0,2021-12-01
2022,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Saúde,18.0,2022-01-01
2022,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Saúde,11.0,2022-02-01
2022,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Saúde,11.0,2022-03-01
2022,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Saúde,6.0,2022-04-01
2022,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Saúde,20.0,2022-05-01
2022,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Saúde,24.0,2022-06-01
2022,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Saúde,13.0,2022-07-01
2022,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Saúde,,2022-08-01
2022,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Saúde,26.0,2022-09-01
2022,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Saúde,10.0,2022-10-01
2022,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Saúde,24.0,2022-11-01
2022,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Saúde,27.0,2022-12-01
2023,unidade_1,JAN,1,Desdobramentos Técnicos,Interface com Saúde,9.0,2023-01-01
2023,unidade_1,FEV,2,Desdobramentos Técnicos,Interface com Saúde,16.0,2023-02-01
2023,unidade_1,MAR,3,Desdobramentos Técnicos,Interface com Saúde,12.0,2023-03-01
2023,unidade_1,ABR,4,Desdobramentos Técnicos,Interface com Saúde,7.0,2023-04-01
2023,unidade_1,MAI,5,Desdobramentos Técnicos,Interface com Saúde,18.0,2023-05-01
2023,unidade_1,JUN,6,Desdobramentos Técnicos,Interface com Saúde,2.0,2023-06-01
2023,unidade_1,JUL,7,Desdobramentos Técnicos,Interface com Saúde,14.0,2023-07-01
2023,unidade_1,AGO,8,Desdobramentos Técnicos,Interface com Saúde,9.0,2023-08-01
2023,unidade_1,SET,9,Desdobramentos Técnicos,Interface com Saúde,14.0,2023-09-01
2023,unidade_1,OUT,10,Desdobramentos Técnicos,Interface com Saúde,12.0,2023-10-01
2023,unidade_1,NOV,11,Desdobramentos Técnicos,Interface com Saúde,5.0,2023-11-01
2023,unidade_1,DEZ,12,Desdobramentos Técnicos,Interface com Saúde,14.0,2023-12-01
2021,unidade_1,JAN,1,Desdobramentos Técnicos,Novos Ingressos,0.0,2021-01-01
2021,unidade_1,FEV,2,Desdobramentos Técnicos,Novos Ingressos,0.0,2021-02-01
2021,unidade_1,MAR,3,Desdobramentos Técnicos,Novos Ingressos,1.0,2021-03-01
2021,unidade_1,ABR,4,Desdobramentos Técnicos,Novos Ingressos,1.0,2021-04-01
2021,unidade_1,MAI,5,Desdobramentos Técnicos,Novos Ingressos,1.0,2021-05-01
2021,unidade_1,JUN,6,Desdobramentos Técnicos,Novos Ingressos,2.0,2021-06-01
2021,unidade_1,JUL,7,Desdobramentos Técnicos,Novos Ingressos,0.0,2021-07-01
2021,unidade_1,AGO,8,Desdobramentos Técnicos,Novos Ingressos,1.0,2021-08-01
2021,unidade_1,SET,9,Desdobramentos Técnicos,Novos Ingressos,1.0,2021-09-01
2021,unidade_1,OUT,10,Desdobramentos Técnicos,Novos Ingressos,1.0,2021-10-01
2021,unidade_1,NOV,11,Desdobramentos Técnicos,Novos Ingressos,2.0,2021-11-01
2021,unidade_1,DEZ,12,Desdobramentos Técnicos,Novos Ingressos,1.0,2021-12-01
2022,unidade_1,JAN,1,Desdobramentos Técnicos,Novos Ingressos,0.0,2022-01-01
2022,unidade_1,FEV,2,Desdobramentos Técnicos,Novos Ingressos,0.0,2022-02-01
2022,unidade_1,MAR,3,Desdobramentos Técnicos,Novos Ingressos,1.0,2022-03-01
2022,unidade_1,ABR,4,Desdobramentos Técnicos,Novos Ingressos,1.0,2022-04-01
2022,unidade_1,MAI,5,Desdobramentos Técnicos,Novos Ingressos,1.0,2022-05-01
2022,unidade_1,JUN,6,Desdobramentos Técnicos,Novos Ingressos,2.0,2022-06-01
2022,unidade_1,JUL,7,Desdobramentos Técnicos,Novos Ingressos,0.0,2022-07-01
2022,unidade_1,AGO,8,Desdobramentos Técnicos,Novos Ingressos,1.0,2022-08-01
2022,unidade_1,SET,9,Desdobramentos Técnicos,Novos Ingressos,1.0,2022-09-01
2022,unidade_1,OUT,10,Desdobramentos Técnicos,Novos Ingressos,1.0,2022-10-01
2022,unidade_1,NOV,11,Desdobramentos Técnicos,Novos Ingressos,0.0,2022-11-01
2022,unidade_1,DEZ,12,Desdobramentos Técnicos,Novos Ingressos,1.0,2022-12-01
2023,unidade_1,JAN,1,Desdobramentos Técnicos,Novos Ingressos,0.0,2023-01-01
2023,unidade_1,FEV,2,Desdobramentos Técnicos,Novos Ingressos,2.0,2023-02-01
2023,unidade_1,MAR,3,Desdobramentos Técnicos,Novos Ingressos,1.0,2023-03-01
2023,unidade_1,ABR,4,Desdobramentos Técnicos,Novos Ingressos,0.0,2023-04-01
2023,unidade_1,MAI,5,Desdobramentos Técnicos,Novos Ingressos,1.0,2023-05-01
2023,unidade_1,JUN,6,Desdobramentos Técnicos,Novos Ingressos,6.0,2023-06-01
2023,unidade_1,JUL,7,Desdobramentos Técnicos,Novos Ingressos,0.0,2023-07-01
2023,unidade_1,AGO,8,Desdobramentos Técnicos,Novos Ingressos,3.0,2023-08-01
2023,unidade_1,SET,9,Desdobramentos Técnicos,Novos Ingressos,0.0,2023-09-01
2023,unidade_1,OUT,10,Desdobramentos Técnicos,Novos Ingressos,6.0,2023-10-01
2023,unidade_1,NOV,11,Desdobramentos Técnicos,Novos Ingressos,0.0,2023-11-01
2023,unidade_1,DEZ,12,Desdobramentos Técnicos,Novos Ingressos,0.0,2023-12-01
2021,unidade_1,JAN,1,Desdobramentos Técnicos,PIAS / Relatórios,17.0,2021-01-01
2021,unidade_1,FEV,2,Desdobramentos Técnicos,PIAS / Relatórios,5.0,2021-02-01
2021,unidade_1,MAR,3,Desdobramentos Técnicos,PIAS / Relatórios,8.0,2021-03-01
2021,unidade_1,ABR,4,Desdobramentos Técnicos,PIAS / Relatórios,3.0,2021-04-01
2021,unidade_1,MAI,5,Desdobramentos Técnicos,PIAS / Relatórios,15.0,2021-05-01
2021,unidade_1,JUN,6,Desdobramentos Técnicos,PIAS / Relatórios,5.0,2021-06-01
2021,unidade_1,JUL,7,Desdobramentos Técnicos,PIAS / Relatórios,15.0,2021-07-01
2021,unidade_1,AGO,8,Desdobramentos Técnicos,PIAS / Relatórios,,2021-08-01
2021,unidade_1,SET,9,Desdobramentos Técnicos,PIAS / Relatórios,10.0,2021-09-01
2021,unidade_1,OUT,10,Desdobramentos Técnicos,PIAS / Relatórios,13.0,2021-10-01
2021,unidade_1,NOV,11,Desdobramentos Técnicos,PIAS / Relatórios,5.0,2021-11-01
2021,unidade_1,DEZ,12,Desdobramentos Técnicos,PIAS / Relatórios,8.0,2021-12-01
2022,unidade_1,JAN,1,Desdobramentos Técnicos,PIAS / Relatórios,17.0,2022-01-01
2022,unidade_1,FEV,2,Desdobramentos Técnicos,PIAS / Relatórios,5.0,2022-02-01
2022,unidade_1,MAR,3,Desdobramentos Técnicos,PIAS / Relatórios,8.0,2022-03-01
2022,unidade_1,ABR,4,Desdobramentos Técnicos,PIAS / Relatórios,3.0,2022-04-01
2022,unidade_1,MAI,5,Desdobramentos Técnicos,PIAS / Relatórios,15.0,2022-05-01
2022,unidade_1,JUN,6,Desdobramentos Técnicos,PIAS / Relatórios,5.0,2022-06-01
2022,unidade_1,JUL,7,Desdobramentos Técnicos,PIAS / Relatórios,15.0,2022-07-01
2022,unidade_1,AGO,8,Desdobramentos Técnicos,PIAS / Relatórios,,2022-08-01
2022,unidade_1,SET,9,Desdobramentos Técnicos,PIAS / Relatórios,10.0,2022-09-01
2022,unidade_1,OUT,10,Desdobramentos Técnicos,PIAS / Relatórios,13.0,2022-10-01
2022,unidade_1,NOV,11,Desdobramentos Técnicos,PIAS / Relatórios,12.0,2022-11-01
2022,unidade_1,DEZ,12,Desdobramentos Técnicos,PIAS / Relatórios,22.0,2022-12-01
2023,unidade_1,JAN,1,Desdobramentos Técnicos,PIAS / Relatórios,7.0,2023-01-01
2023,unidade_1,FEV,2,Desdobramentos Técnicos,PIAS / Relatórios,23.0,2023-02-01
2023,unidade_1,MAR,3,Desdobramentos Técnicos,PIAS / Relatórios,14.0,2023-03-01
2023,unidade_1,ABR,4,Desdobramentos Técnicos,PIAS / Relatórios,7.0,2023-04-01
2023,unidade_1,MAI,5,Desdobramentos Técnicos,PIAS / Relatórios,7.0,2023-05-01
2023,unidade_1,JUN,6,Desdobramentos Técnicos,PIAS / Relatórios,8.0,2023-06-01
2023,unidade_1,JUL,7,Desdobramentos Técnicos,PIAS / Relatórios,18.0,2023-07-01
2023,unidade_1,AGO,8,Desdobramentos Técnicos,PIAS / Relatórios,14.0,2023-08-01
2023,unidade_1,SET,9,Desdobramentos Técnicos,PIAS / Relatórios,19.0,2023-09-01
2023,unidade_1,OUT,10,Desdobramentos Técnicos,PIAS / Relatórios,18.0,2023-10-01
2023,unidade_1,NOV,11,Desdobramentos Técnicos,PIAS / Relatórios,11.0,2023-11-01
2023,unidade_1,DEZ,12,Desdobramentos Técnicos,PIAS / Relatórios,18.0,2023-12-01
2021,unidade_1,JAN,1,Desdobramentos Técnicos,Reunião de Equipe,6.0,2021-01-01
2021,unidade_1,FEV,2,Desdobramentos Técnicos,Reunião de Equipe,4.0,2021-02-01
2021,unidade_1,MAR,3,Desdobramentos Técnicos,Reunião de Equipe,7.0,2021-03-01
2021,unidade_1,ABR,4,Desdobramentos Técnicos,Reunião de Equipe,3.0,2021-04-01
2021,unidade_1,MAI,5,Desdobramentos Técnicos,Reunião de Equipe,5.0,2021-05-01
2021,unidade_1,JUN,6,Desdobramentos Técnicos,Reunião de Equipe,5.0,2021-06-01
2021,unidade_1,JUL,7,Desdobramentos Técnicos,Reunião de Equipe,3.0,2021-07-01
2021,unidade_1,AGO,8,Desdobramentos Técnicos,Reunião de Equipe,6.0,2021-08-01
2021,unidade_1,SET,9,Desdobramentos Técnicos,Reunião de Equipe,8.0,2021-09-01
2021,unidade_1,OUT,10,Desdobramentos Técnicos,Reunião de Equipe,9.0,2021-10-01
2021,unidade_1,NOV,11,Desdobramentos Técnicos,Reunião de Equipe,5.0,2021-11-01
2021,unidade_1,DEZ,12,Desdobramentos Técnicos,Reunião de Equipe,7.0,2021-12-01
2022,unidade_1,JAN,1,Desdobramentos Técnicos,Reunião de Equipe,6.0,2022-01-01
2022,unidade_1,FEV,2,Desdobramentos Técnicos,Reunião de Equipe,4.0,2022-02-01
2022,unidade_1,MAR,3,Desdobramentos Técnicos,Reunião de Equipe,7.0,2022-03-01
2022,unidade_1,ABR,4,Desdobramentos Técnicos,Reunião de Equipe,3.0,2022-04-01
2022,unidade_1,MAI,5,Desdobramentos Técnicos,Reunião de Equipe,5.0,2022-05-01
2022,unidade_1,JUN,6,Desdobramentos Técnicos,Reunião de Equipe,5.0,2022-06-01
2022,unidade_1,JUL,7,Desdobramentos Técnicos,Reunião de Equipe,3.0,2022-07-01
2022,unidade_1,AGO,8,Desdobramentos Técnicos,Reunião de Equipe,6.0,2022-08-01
2022,unidade_1,SET,9,Desdobramentos Técnicos,Reunião de Equipe,8.0,2022-09-01
2022,unidade_1,OUT,10,Desdobramentos Técnicos,Reunião de Equipe,9.0,2022-10-01
2022,unidade_1,NOV,11,Desdobramentos Técnicos,Reunião de Equipe,12.0,2022-11-01
2022,unidade_1,DEZ,12,Desdobramentos Técnicos,Reunião de Equipe,10.0,2022-12-01
2023,unidade_1,JAN,1,Desdobramentos Técnicos,Reunião de Equipe,,2023-01-01
2023,unidade_1,FEV,2,Desdobramentos Técnicos,Reunião de Equipe,12.0,2023-02-01
2023,unidade_1,MAR,3,Desdobramentos Técnicos,Reunião de Equipe,8.0,2023-03-01
2023,unidade_1,ABR,4,Desdobramentos Técnicos,Reunião de Equipe,7.0,2023-04-01
2023,unidade_1,MAI,5,Desdobramentos Técnicos,Reunião de Equipe,9.0,2023-05-01
2023,unidade_1,JUN,6,Desdobramentos Técnicos,Reunião de Equipe,7.0,2023-06-01
2023,unidade_1,JUL,7,Desdobramentos Técnicos,Reunião de Equipe,3.0,2023-07-01
2023,unidade_1,AGO,8,Desdobramentos Técnicos,Reunião de Equipe,9.0,2023-08-01
2023,unidade_1,SET,9,Desdobramentos Técnicos,Reunião de Equipe,11.0,2023-09-01
2023,unidade_1,OUT,10,Desdobramentos Técnicos,Reunião de Equipe,12.0,2023-10-01
2023,unidade_1,NOV,11,Desdobramentos Técnicos,Reunião de Equipe,11.0,2023-11-01
2023,unidade_1,DEZ,12,Desdobramentos Técnicos,Reunião de Equipe,3.0,2023-12-01
2021,unidade_1,JAN,1,Desdobramentos Técnicos,Transferências,0.0,2021-01-01
2021,unidade_1,FEV,2,Desdobramentos Técnicos,Transferências,0.0,2021-02-01
2021,unidade_1,MAR,3,Desdobramentos Técnicos,Transferências,0.0,2021-03-01
2021,unidade_1,ABR,4,Desdobramentos Técnicos,Transferências,0.0,2021-04-01
2021,unidade_1,MAI,5,Desdobramentos Técnicos,Transferências,0.0,2021-05-01
2021,unidade_1,JUN,6,Desdobramentos Técnicos,Transferências,1.0,2021-06-01
2021,unidade_1,JUL,7,Desdobramentos Técnicos,Transferências,0.0,2021-07-01
2021,unidade_1,AGO,8,Desdobramentos Técnicos,Transferências,0.0,2021-08-01
2021,unidade_1,SET,9,Desdobramentos Técnicos,Transferências,1.0,2021-09-01
2021,unidade_1,OUT,10,Desdobramentos Técnicos,Transferências,0.0,2021-10-01
2021,unidade_1,NOV,11,Desdobramentos Técnicos,Transferências,1.0,2021-11-01
2021,unidade_1,DEZ,12,Desdobramentos Técnicos,Transferências,0.0,2021-12-01
2022,unidade_1,JAN,1,Desdobramentos Técnicos,Transferências,0.0,2022-01-01
2022,unidade_1,FEV,2,Desdobramentos Técnicos,Transferências,0.0,2022-02-01
2022,unidade_1,MAR,3,Desdobramentos Técnicos,Transferências,0.0,2022-03-01
2022,unidade_1,ABR,4,Desdobramentos Técnicos,Transferências,0.0,2022-04-01
2022,unidade_1,MAI,5,Desdobramentos Técnicos,Transferências,0.0,2022-05-01
2022,unidade_1,JUN,6,Desdobramentos Técnicos,Transferências,1.0,2022-06-01
2022,unidade_1,JUL,7,Desdobramentos Técnicos,Transferências,0.0,2022-07-01
2022,unidade_1,AGO,8,Desdobramentos Técnicos,Transferências,0.0,2022-08-01
2022,unidade_1,SET,9,Desdobramentos Técnicos,Transferências,1.0,2022-09-01
2022,unidade_1,OUT,10,Desdobramentos Técnicos,Transferências,0.0,2022-10-01
2022,unidade_1,NOV,11,Desdobramentos Técnicos,Transferências,0.0,2022-11-01
2022,unidade_1,DEZ,12,Desdobramentos Técnicos,Transferências,0.0,2022-12-01
2023,unidade_1,JAN,1,Desdobramentos Técnicos,Transferências,1.0,2023-01-01
2023,unidade_1,FEV,2,Desdobramentos Técnicos,Transferências,,2023-02-01
2023,unidade_1,MAR,3,Desdobramentos Técnicos,Transferências,1.0,2023-03-01
2023,unidade_1,ABR,4,Desdobramentos Técnicos,Transferências,1.0,2023-04-01
2023,unidade_1,MAI,5,Desdobramentos Técnicos,Transferências,1.0,2023-05-01
2023,unidade_1,JUN,6,Desdobramentos Técnicos,Transferências,0.0,2023-06-01
2023,unidade_1,JUL,7,Desdobramentos Técnicos,Transferências,0.0,2023-07-01
2023,unidade_1,AGO,8,Desdobramentos Técnicos,Transferências,2.0,2023-08-01
2023,unidade_1,SET,9,Desdobramentos Técnicos,Transferências,0.0,2023-09-01
